id	Code	IP	Date	Time	Category
4720	[ZB5AV3TI]	205.222.219.65	03.08.2018	14:58:01	caviar
4721	[82IQFIVD]	149.1.94.193	03.08.2018	14:59:27	fresh_fish
4722	[4RAYIN4A]	149.1.94.193	03.08.2018	15:00:02	canned_food
4723	[MFY154DT]	149.1.94.193	03.08.2018	15:00:25	fresh_fish
4724	[CZMO7BGP]	136.251.7.18	03.08.2018	15:00:53	fresh_fish
4725	[2SIO1QNA]	149.1.94.193	03.08.2018	15:02:15	fresh_fish
4726	[63KHBLFH]	149.1.94.193	03.08.2018	15:03:22	fresh_fish
4727	[DRTHGX80]	205.222.219.65	03.08.2018	15:04:50	caviar
4728	[DRFDLARA]	205.222.219.65	03.08.2018	15:04:50	pay
4729	[LNSTL6VV]	205.222.219.65	03.08.2018	15:04:50	success_pay_8871
4730	[JE3UK7QJ]	6.135.198.67	03.08.2018	15:06:27	semi_manufactures
4731	[P22LIKEM]	136.251.7.18	03.08.2018	15:07:57	frozen_fish
4732	[3NGDUIFV]	136.251.7.18	03.08.2018	15:07:57	pay
4733	[710MWZVR]	136.251.7.18	03.08.2018	15:07:57	success_pay_8867
4734	[A91T39JG]	239.201.28.111	03.08.2018	15:09:22	None
4735	[3U823V4H]	239.201.28.111	03.08.2018	15:10:13	semi_manufactures
4736	[DTAJDW5X]	239.201.28.111	03.08.2018	15:10:13	pay
4737	[OIS8PGRQ]	239.201.28.111	03.08.2018	15:10:13	success_pay_8872
4738	[AH7V5B5F]	127.183.81.66	03.08.2018	15:11:00	semi_manufactures
4739	[WK5IEX32]	149.1.94.193	03.08.2018	15:11:29	fresh_fish
4740	[8Y53M05O]	127.183.81.66	03.08.2018	15:13:06	fresh_fish
4741	[WF3KCGNU]	6.135.198.67	03.08.2018	15:14:07	frozen_fish
4742	[FY7W2FYF]	208.182.229.205	03.08.2018	15:14:53	fresh_fish
4743	[Z0Q6M08T]	127.183.81.66	03.08.2018	15:16:05	fresh_fish
4744	[1Z2PB15V]	208.182.229.205	03.08.2018	15:17:15	fresh_fish
4745	[2WCK2Z3D]	208.182.229.205	03.08.2018	15:18:15	fresh_fish
4746	[NYA3JE2K]	208.182.229.205	03.08.2018	15:18:54	fresh_fish
4747	[ZICT8RI1]	208.182.229.205	03.08.2018	15:19:22	fresh_fish
4748	[TRN318IM]	208.182.229.205	03.08.2018	15:19:26	canned_food
4749	[1GZPSSME]	208.182.229.205	03.08.2018	15:19:26	pay
4750	[XU6098TL]	208.182.229.205	03.08.2018	15:19:26	success_pay_8866
4751	[Y13PUDGR]	95.194.103.165	03.08.2018	15:20:40	frozen_fish
4752	[U7XOIRWK]	95.194.103.165	03.08.2018	15:21:08	semi_manufactures
4753	[O4LMQE52]	105.232.19.102	03.08.2018	15:21:54	None
4754	[QM8HTYHA]	112.31.144.7	03.08.2018	15:23:32	None
4755	[UX5GGI8B]	219.14.98.172	03.08.2018	15:23:53	canned_food
4756	[5JETBRK0]	95.194.103.165	03.08.2018	15:24:20	semi_manufactures
4757	[JJ9ZQ9JS]	143.145.54.167	03.08.2018	15:25:09	canned_food
4758	[0J2B5VXN]	47.134.233.212	03.08.2018	15:25:40	frozen_fish
4759	[YOWBOZ61]	242.14.155.75	03.08.2018	15:27:19	None
4760	[W8J9XSUM]	159.175.183.126	03.08.2018	15:27:30	None
4761	[BD10JDUR]	143.145.54.167	03.08.2018	15:28:49	semi_manufactures
4762	[Z7TX2Z3F]	105.232.19.102	03.08.2018	15:29:03	caviar
4763	[JVKRFG5D]	112.31.144.7	03.08.2018	15:29:50	fresh_fish
4764	[WUDC7OKR]	112.31.144.7	03.08.2018	15:31:01	None
4765	[SSS30ICR]	159.175.183.126	03.08.2018	15:31:24	semi_manufactures
4766	[8J7IXN16]	156.76.238.180	03.08.2018	15:32:15	None
4767	[QGWMZYZ8]	105.232.19.102	03.08.2018	15:32:33	caviar
4768	[DO1IOFNH]	143.145.54.167	03.08.2018	15:32:56	caviar
4769	[3UZRNERC]	112.31.144.7	03.08.2018	15:33:13	canned_food
4770	[YLPJHLRH]	95.194.103.165	03.08.2018	15:34:02	canned_food
4771	[YZU107QR]	143.145.54.167	03.08.2018	15:34:19	None
4772	[8N9QL41W]	156.76.238.180	03.08.2018	15:35:54	fresh_fish
4773	[OYM04IDK]	47.134.233.212	03.08.2018	15:36:17	cart
4774	[UPXPT4PN]	156.76.238.180	03.08.2018	15:37:12	fresh_fish
4775	[XF0ZW1VE]	135.211.80.79	03.08.2018	15:38:24	None
4776	[L8Y9QUY0]	242.14.155.75	03.08.2018	15:40:01	caviar
4777	[BGWFYYMH]	47.134.233.212	03.08.2018	15:41:35	fresh_fish
4778	[VIDKCA2F]	95.194.103.165	03.08.2018	15:41:43	canned_food
4779	[IF93OLR7]	135.211.80.79	03.08.2018	15:42:56	fresh_fish
4780	[5OFUC2MO]	156.76.238.180	03.08.2018	15:43:39	fresh_fish
4781	[B2DZZ2OY]	135.211.80.79	03.08.2018	15:44:29	fresh_fish
4782	[3ZYJTW05]	159.175.183.126	03.08.2018	15:45:42	cart
4783	[6B9Q3J8S]	219.14.98.172	03.08.2018	15:46:35	None
4784	[K2Z59BMP]	135.211.80.79	03.08.2018	15:47:21	frozen_fish
4785	[LLN40EFV]	135.211.80.79	03.08.2018	15:48:48	semi_manufactures
4786	[EGMSNDXC]	135.211.80.79	03.08.2018	15:50:14	semi_manufactures
4787	[9W7THMXX]	219.14.98.172	03.08.2018	15:50:55	fresh_fish
4788	[I3DVM9PI]	156.76.238.180	03.08.2018	15:51:24	fresh_fish
4789	[X3UJQSEU]	242.14.155.75	03.08.2018	15:52:45	caviar
4790	[TUTMI76P]	47.134.233.212	03.08.2018	15:53:48	fresh_fish
4791	[ZZUDMKMI]	156.76.238.180	03.08.2018	15:54:45	None
4792	[E0PYA4E3]	112.31.144.7	03.08.2018	15:55:02	canned_food
4793	[VJNRC8YG]	219.14.98.172	03.08.2018	15:55:52	None
4794	[I4CVH29U]	135.211.80.79	03.08.2018	15:56:53	None
4795	[Z0IKVRIN]	95.194.103.165	03.08.2018	15:57:35	cart
4796	[LTSPS7R0]	156.76.238.180	03.08.2018	15:58:01	fresh_fish
4797	[2908Q1ON]	135.211.80.79	03.08.2018	15:59:08	frozen_fish
4798	[46B4MXJ5]	159.175.183.126	03.08.2018	15:59:10	caviar
4799	[UY5S3OSF]	156.76.238.180	03.08.2018	16:00:01	fresh_fish
4800	[U2FWSHGW]	95.194.103.165	03.08.2018	16:01:39	caviar
4801	[GMUMCDOT]	219.14.98.172	03.08.2018	16:03:11	caviar
4802	[47VJWODH]	95.194.103.165	03.08.2018	16:04:44	caviar
4803	[233ZG06Z]	156.76.238.180	03.08.2018	16:06:12	fresh_fish
4804	[NQNTZFEP]	143.145.54.167	03.08.2018	16:06:35	canned_food
4805	[6XJIHC66]	112.31.144.7	03.08.2018	16:07:31	cart
4806	[NQUPI9GR]	47.134.233.212	03.08.2018	16:08:00	fresh_fish
4807	[01D0PWLB]	105.232.19.102	03.08.2018	16:08:26	frozen_fish
4808	[J5O9THSF]	143.145.54.167	03.08.2018	16:09:34	canned_food
4809	[B7F947DY]	159.175.183.126	03.08.2018	16:11:14	caviar
4810	[NWN0I17V]	156.76.238.180	03.08.2018	16:11:58	None
4811	[XDZR48BX]	156.76.238.180	03.08.2018	16:12:53	semi_manufactures
4812	[DJPKMG04]	105.232.19.102	03.08.2018	16:14:24	None
4813	[3TZ1M5AU]	105.232.19.102	03.08.2018	16:15:21	fresh_fish
4814	[QQQVHSZA]	112.31.144.7	03.08.2018	16:15:30	canned_food
4815	[1FDHWA0N]	242.14.155.75	03.08.2018	16:16:00	cart
4816	[P0ZZ5CDK]	219.14.98.172	03.08.2018	16:16:28	None
4817	[3WM2MGSY]	143.145.54.167	03.08.2018	16:16:34	None
4818	[W6X5M00I]	156.76.238.180	03.08.2018	16:18:04	fresh_fish
4819	[N0JH11FY]	159.175.183.126	03.08.2018	16:19:42	None
4820	[TBCJAYFC]	105.232.19.102	03.08.2018	16:21:00	None
4821	[OD5R3KTK]	219.14.98.172	03.08.2018	16:21:27	canned_food
4822	[GX8SXOM8]	143.145.54.167	03.08.2018	16:22:51	frozen_fish
4823	[7Q0VCYP5]	105.232.19.102	03.08.2018	16:23:09	fresh_fish
4824	[2ZWZ5B92]	143.145.54.167	03.08.2018	16:23:11	None
4825	[J7XTGSBT]	112.31.144.7	03.08.2018	16:23:29	canned_food
4826	[6DD8HVHQ]	219.14.98.172	03.08.2018	16:25:01	canned_food
4827	[EVUR7Q5O]	159.175.183.126	03.08.2018	16:25:23	caviar
4828	[RSTLGG0M]	143.145.54.167	03.08.2018	16:25:47	semi_manufactures
4829	[0C6YN7MW]	47.134.233.212	03.08.2018	16:26:15	fresh_fish
4830	[7UGUISGC]	159.175.183.126	03.08.2018	16:27:07	None
4831	[3QUWLV9K]	156.76.238.180	03.08.2018	16:28:24	frozen_fish
4832	[86ZZ4CV5]	135.211.80.79	03.08.2018	16:29:16	frozen_fish
4833	[U9WX68MO]	105.232.19.102	03.08.2018	16:30:36	None
4834	[EZ2G82K8]	95.194.103.165	03.08.2018	16:31:46	frozen_fish
4835	[1JHKJBX3]	112.31.144.7	03.08.2018	16:32:44	canned_food
4836	[XUUDM7WI]	156.76.238.180	03.08.2018	16:34:01	frozen_fish
4837	[1GJZH0TT]	242.14.155.75	03.08.2018	16:35:38	frozen_fish
4838	[OICM2O4I]	112.31.144.7	03.08.2018	16:36:40	canned_food
4839	[9068K5VV]	95.194.103.165	03.08.2018	16:36:50	frozen_fish
4840	[IDF04K6C]	112.31.144.7	03.08.2018	16:38:26	semi_manufactures
4841	[CY036BRT]	159.175.183.126	03.08.2018	16:38:57	fresh_fish
4842	[PCTX4ZY4]	242.14.155.75	03.08.2018	16:39:32	frozen_fish
4843	[02ZNBI3E]	95.194.103.165	03.08.2018	16:41:08	frozen_fish
4844	[7YK2S7B7]	242.14.155.75	03.08.2018	16:42:18	frozen_fish
4845	[XCVVW8Q4]	112.31.144.7	03.08.2018	16:43:13	semi_manufactures
4846	[M2I3ND5N]	112.31.144.7	03.08.2018	16:43:13	pay
4847	[C9SNRXOM]	112.31.144.7	03.08.2018	16:43:13	success_pay_8874
4848	[N4HDV0LU]	159.175.183.126	03.08.2018	16:43:23	None
4849	[6LWO81XQ]	219.14.98.172	03.08.2018	16:43:47	None
4850	[W552Q22R]	219.14.98.172	03.08.2018	16:45:11	caviar
4851	[C4JG5W32]	159.175.183.126	03.08.2018	16:46:14	canned_food
4852	[5UG3RMWI]	156.76.238.180	03.08.2018	16:47:25	frozen_fish
4853	[MMOOLPG5]	135.211.80.79	03.08.2018	16:47:59	frozen_fish
4854	[FIQALZ2R]	135.211.80.79	03.08.2018	16:48:48	None
4855	[1WGV7Z16]	219.14.98.172	03.08.2018	16:49:24	canned_food
4856	[KFAMCGVD]	219.14.98.172	03.08.2018	16:50:39	canned_food
4857	[RXBSHOY7]	105.232.19.102	03.08.2018	16:51:29	frozen_fish
4858	[IXWLYRD0]	47.134.233.212	03.08.2018	16:51:47	canned_food
4859	[WW5P59KU]	219.14.98.172	03.08.2018	16:52:12	None
4860	[MVUABPWJ]	156.76.238.180	03.08.2018	16:53:08	semi_manufactures
4861	[F2H2T5KJ]	159.175.183.126	03.08.2018	16:54:22	canned_food
4862	[32LJY5PM]	47.134.233.212	03.08.2018	16:55:47	None
4863	[SD882FNP]	156.76.238.180	03.08.2018	16:57:13	fresh_fish
4864	[OW19OTFN]	242.14.155.75	03.08.2018	16:58:50	frozen_fish
4865	[AVORTCZV]	159.175.183.126	03.08.2018	16:59:21	canned_food
4866	[JZICHXI9]	95.194.103.165	03.08.2018	17:00:11	frozen_fish
4867	[4KFFQ8WC]	95.194.103.165	03.08.2018	17:01:46	frozen_fish
4868	[OBZD6SS8]	242.14.155.75	03.08.2018	17:02:25	frozen_fish
4869	[PYF1SF2W]	156.76.238.180	03.08.2018	17:03:22	semi_manufactures
4870	[EW2REW01]	47.134.233.212	03.08.2018	17:04:51	frozen_fish
4871	[JB90CIYA]	95.194.103.165	03.08.2018	17:05:14	frozen_fish
4872	[U33JZC5K]	242.14.155.75	03.08.2018	17:05:39	caviar
4873	[TG34M1K4]	47.134.233.212	03.08.2018	17:05:58	None
4874	[6RHA2KZE]	242.14.155.75	03.08.2018	17:07:37	None
4875	[VFJ78IEE]	47.134.233.212	03.08.2018	17:07:46	caviar
4876	[Q49S7DM4]	143.145.54.167	03.08.2018	17:08:12	canned_food
4877	[PRUPO4HM]	105.232.19.102	03.08.2018	17:09:01	frozen_fish
4878	[MY7KQAAK]	159.175.183.126	03.08.2018	17:09:27	canned_food
4879	[E9RIHWFP]	242.14.155.75	03.08.2018	17:10:11	canned_food
4880	[TU8F2WE2]	159.175.183.126	03.08.2018	17:10:44	fresh_fish
4881	[R32IHT3B]	219.14.98.172	03.08.2018	17:11:11	frozen_fish
4882	[4H8M0QYQ]	219.14.98.172	03.08.2018	17:12:48	frozen_fish
4883	[CDLYLQ7V]	159.175.183.126	03.08.2018	17:12:57	semi_manufactures
4884	[XHXQY84Q]	105.232.19.102	03.08.2018	17:14:27	frozen_fish
4885	[F78Z5UPT]	143.145.54.167	03.08.2018	17:15:19	canned_food
4886	[7O5O05VW]	143.145.54.167	03.08.2018	17:15:29	canned_food
4887	[BEGXABDJ]	242.14.155.75	03.08.2018	17:15:40	canned_food
4888	[ZS9YA3W5]	105.232.19.102	03.08.2018	17:16:09	semi_manufactures
4889	[DYKU5JX8]	47.134.233.212	03.08.2018	17:16:21	frozen_fish
4890	[PAN4U3CV]	242.14.155.75	03.08.2018	17:16:53	canned_food
4891	[9M4VLXCF]	242.14.155.75	03.08.2018	17:18:07	caviar
4892	[H85G9D2K]	159.175.183.126	03.08.2018	17:19:21	canned_food
4893	[6RYZW5TH]	242.14.155.75	03.08.2018	17:19:33	caviar
4894	[CZB6AD6O]	47.134.233.212	03.08.2018	17:20:10	canned_food
4895	[JTYVEKJN]	159.175.183.126	03.08.2018	17:20:19	canned_food
4896	[N33HYBAO]	143.145.54.167	03.08.2018	17:20:24	fresh_fish
4897	[S39U5P4T]	47.134.233.212	03.08.2018	17:21:18	canned_food
4898	[0M1ABJ3Y]	95.194.103.165	03.08.2018	17:22:16	frozen_fish
4899	[Y33DNGSM]	105.232.19.102	03.08.2018	17:23:49	None
4900	[EQPLTGFN]	105.232.19.102	03.08.2018	17:25:25	fresh_fish
4901	[AKO85MHZ]	95.194.103.165	03.08.2018	17:26:37	frozen_fish
4902	[9OU5MKA0]	95.194.103.165	03.08.2018	17:27:01	frozen_fish
4903	[ZM974T2P]	95.194.103.165	03.08.2018	17:28:16	frozen_fish
4904	[2TUD42R5]	143.145.54.167	03.08.2018	17:28:20	caviar
4905	[FGCXWBJ9]	105.232.19.102	03.08.2018	17:28:53	fresh_fish
4906	[IFURLXRJ]	95.194.103.165	03.08.2018	17:29:20	frozen_fish
4907	[NR09WO6X]	143.145.54.167	03.08.2018	17:30:31	frozen_fish
4908	[WQMTN7TL]	159.175.183.126	03.08.2018	17:31:14	cart
4909	[QMNOGAPK]	95.194.103.165	03.08.2018	17:32:02	None
4910	[FK99QNE8]	47.134.233.212	03.08.2018	17:33:37	canned_food
4911	[25WX73LU]	105.232.19.102	03.08.2018	17:34:45	cart
4912	[LMUKI97U]	143.145.54.167	03.08.2018	17:34:57	frozen_fish
4913	[2L752XJJ]	47.134.233.212	03.08.2018	17:35:04	None
4914	[B7U8CNAT]	159.175.183.126	03.08.2018	17:35:18	fresh_fish
4915	[10T60D8B]	159.175.183.126	03.08.2018	17:36:54	caviar
4916	[EMNZGHT0]	159.175.183.126	03.08.2018	17:38:04	None
4917	[2RL3AG6F]	159.175.183.126	03.08.2018	17:38:04	pay
4918	[SALK7C6E]	159.175.183.126	03.08.2018	17:38:04	success_pay_8875
4919	[Y8DR1JWH]	143.145.54.167	03.08.2018	17:39:21	frozen_fish
4920	[15ZJWIO1]	105.232.19.102	03.08.2018	17:39:31	caviar
4921	[NMKI0JIV]	242.14.155.75	03.08.2018	17:40:40	None
4922	[1MFP624Y]	47.134.233.212	03.08.2018	17:40:46	fresh_fish
4923	[4PC9K2ZH]	47.134.233.212	03.08.2018	17:41:35	canned_food
4924	[9YR4T021]	105.232.19.102	03.08.2018	17:41:37	caviar
4925	[POTRR7EC]	95.194.103.165	03.08.2018	17:41:40	caviar
4926	[8SINL4QG]	95.194.103.165	03.08.2018	17:41:40	pay
4927	[Z7USICDK]	95.194.103.165	03.08.2018	17:41:40	success_pay_8879
4928	[NS6PJX1D]	47.134.233.212	03.08.2018	17:42:49	semi_manufactures
4929	[M0JNE1PM]	47.134.233.212	03.08.2018	17:43:45	canned_food
4930	[P76M8GLA]	242.14.155.75	03.08.2018	17:44:20	frozen_fish
4931	[INFK4K57]	105.232.19.102	03.08.2018	17:44:53	fresh_fish
4932	[AKOFIAPX]	105.232.19.102	03.08.2018	17:44:53	pay
4933	[H17RMM8M]	105.232.19.102	03.08.2018	17:44:53	success_pay_8880
4934	[LB1WR3NA]	242.14.155.75	03.08.2018	17:46:14	None
4935	[E6NXEUP3]	47.134.233.212	03.08.2018	17:47:12	fresh_fish
4936	[TGI6E3CC]	47.134.233.212	03.08.2018	17:47:42	fresh_fish
4937	[LKNWY9RE]	47.134.233.212	03.08.2018	17:49:21	fresh_fish
4938	[AMFOK4SQ]	47.134.233.212	03.08.2018	17:50:00	fresh_fish
4939	[LIDQ61SA]	242.14.155.75	03.08.2018	17:50:31	canned_food
4940	[A4FP0IB1]	242.14.155.75	03.08.2018	17:51:07	canned_food
4941	[W2DFVUBH]	242.14.155.75	03.08.2018	17:51:48	canned_food
4942	[VE6C9ECY]	47.134.233.212	03.08.2018	17:53:08	fresh_fish
4943	[A2VFFCAG]	47.134.233.212	03.08.2018	17:54:44	None
4944	[3XFL2LIY]	47.134.233.212	03.08.2018	17:54:46	caviar
4945	[V5Z50PTJ]	47.134.233.212	03.08.2018	17:55:05	frozen_fish
4946	[MHTTUUI8]	47.134.233.212	03.08.2018	17:55:57	None
4947	[PSLPPIS8]	47.134.233.212	03.08.2018	17:56:34	caviar
4948	[I9SKMJ2Z]	47.134.233.212	03.08.2018	17:56:34	pay
4949	[LZBOA7P2]	47.134.233.212	03.08.2018	17:56:34	success_pay_8881
4950	[94FYFXB7]	242.14.155.75	03.08.2018	17:56:41	canned_food
4951	[MJ2D1QBW]	242.14.155.75	03.08.2018	17:58:04	canned_food
4952	[2C2OVOVC]	242.14.155.75	03.08.2018	17:59:19	canned_food
4953	[1DZVPE7M]	242.14.155.75	03.08.2018	17:59:19	pay
4954	[4OBM5X63]	242.14.155.75	03.08.2018	17:59:19	success_pay_8877
4955	[I9FHOZYE]	222.57.248.16	03.08.2018	18:00:09	None
4956	[AOLWQSFZ]	239.115.33.24	03.08.2018	18:00:38	None
4957	[0FTWV22J]	222.57.248.16	03.08.2018	18:01:44	fresh_fish
4958	[0DPFKI94]	62.161.12.173	03.08.2018	18:02:54	None
4959	[7U0G4Y4R]	73.218.185.211	03.08.2018	18:04:19	None
4960	[8TVXSW0A]	62.161.12.173	03.08.2018	18:04:59	caviar
4961	[VA4MSW6V]	62.161.12.173	03.08.2018	18:05:59	caviar
4962	[Y6RHX11G]	242.134.59.245	03.08.2018	18:07:09	frozen_fish
4963	[SYJIXB0B]	24.71.145.204	03.08.2018	18:08:37	frozen_fish
4964	[1GJX4LLJ]	24.71.145.204	03.08.2018	18:09:37	frozen_fish
4965	[2RVHCB4A]	40.177.76.147	03.08.2018	18:11:12	frozen_fish
4966	[GFKS93CZ]	222.57.248.16	03.08.2018	18:11:30	None
4967	[YOQWJW08]	35.66.221.234	03.08.2018	18:12:59	None
4968	[LR2ISPQG]	242.134.59.245	03.08.2018	18:13:37	frozen_fish
4969	[CKULFWGT]	222.57.248.16	03.08.2018	18:13:59	canned_food
4970	[EXFG9M5Z]	242.134.59.245	03.08.2018	18:14:14	frozen_fish
4971	[0IBZDKFG]	242.134.59.245	03.08.2018	18:15:52	None
4972	[7ERZBXR2]	73.218.185.211	03.08.2018	18:16:17	frozen_fish
4973	[0GFBQJWV]	193.212.107.49	03.08.2018	18:17:42	fresh_fish
4974	[23NN4PS5]	35.66.221.234	03.08.2018	18:18:29	canned_food
4975	[H18ZECEA]	73.218.185.211	03.08.2018	18:19:16	None
4976	[ZKQNK0MF]	193.212.107.49	03.08.2018	18:20:49	frozen_fish
4977	[TS7I008G]	35.66.221.234	03.08.2018	18:21:58	semi_manufactures
4978	[D6KEZ1S7]	62.161.12.173	03.08.2018	18:23:24	semi_manufactures
4979	[UIHC4GNX]	40.177.76.147	03.08.2018	18:24:23	cart
4980	[9Y95KEUU]	73.218.185.211	03.08.2018	18:25:09	fresh_fish
4981	[LE0BN3LX]	62.161.12.173	03.08.2018	18:25:42	semi_manufactures
4982	[ROHN2UWD]	239.115.33.24	03.08.2018	18:26:01	semi_manufactures
4983	[WFKUXW1I]	62.161.12.173	03.08.2018	18:26:52	semi_manufactures
4984	[ZZORM6YU]	35.66.221.234	03.08.2018	18:28:18	semi_manufactures
4985	[6LCQ8GVO]	193.212.107.49	03.08.2018	18:29:20	None
4986	[D9N1OZHP]	222.57.248.16	03.08.2018	18:30:56	frozen_fish
4987	[KWHKF2T4]	24.71.145.204	03.08.2018	18:31:28	frozen_fish
4988	[WP31LG56]	40.177.76.147	03.08.2018	18:32:40	caviar
4989	[A674EOVF]	35.66.221.234	03.08.2018	18:32:47	cart
4990	[3C8FNMVM]	35.66.221.234	03.08.2018	18:34:14	canned_food
4991	[2Q12OMMV]	73.218.185.211	03.08.2018	18:35:24	caviar
4992	[4HRUPASC]	40.177.76.147	03.08.2018	18:36:32	semi_manufactures
4993	[617W9XZH]	24.71.145.204	03.08.2018	18:37:50	frozen_fish
4994	[J0VBTKJ7]	62.161.12.173	03.08.2018	18:38:47	semi_manufactures
4995	[MMOOIBF5]	242.134.59.245	03.08.2018	18:40:02	canned_food
4996	[487J81Q8]	242.134.59.245	03.08.2018	18:40:50	canned_food
4997	[YO8LS84I]	239.115.33.24	03.08.2018	18:41:48	frozen_fish
4998	[TZUNT3JH]	222.57.248.16	03.08.2018	18:43:08	semi_manufactures
4999	[RKI9OQ6O]	242.134.59.245	03.08.2018	18:44:25	caviar
5000	[42LFYYY3]	239.115.33.24	03.08.2018	18:44:29	None
5001	[FXS5E2ZR]	35.66.221.234	03.08.2018	18:45:23	caviar
5002	[LGKS44OT]	242.134.59.245	03.08.2018	18:46:36	None
5003	[NOH3SKVS]	35.66.221.234	03.08.2018	18:47:37	caviar
5004	[YHENUJUK]	239.115.33.24	03.08.2018	18:48:10	semi_manufactures
5005	[SBCIKE17]	24.71.145.204	03.08.2018	18:48:26	caviar
5006	[UNC79BHD]	35.66.221.234	03.08.2018	18:49:05	fresh_fish
5007	[AOTLVALR]	73.218.185.211	03.08.2018	18:50:19	None
5008	[YN9C0B4P]	40.177.76.147	03.08.2018	18:51:38	None
5009	[L3WXV4GQ]	222.57.248.16	03.08.2018	18:52:20	semi_manufactures
5010	[A4UX14DY]	62.161.12.173	03.08.2018	18:53:01	semi_manufactures
5011	[5LIP8R16]	62.161.12.173	03.08.2018	18:54:35	semi_manufactures
5012	[DI4RC0ME]	24.71.145.204	03.08.2018	18:54:55	None
5013	[FOWGW5F9]	222.57.248.16	03.08.2018	18:55:18	canned_food
5014	[IQPYXH7M]	73.218.185.211	03.08.2018	18:55:20	caviar
5015	[U4CRD99V]	222.57.248.16	03.08.2018	18:55:28	None
5016	[NONNTYTK]	24.71.145.204	03.08.2018	18:56:19	semi_manufactures
5017	[U2ZNMIKY]	40.177.76.147	03.08.2018	18:57:29	canned_food
5018	[20MOFSL1]	193.212.107.49	03.08.2018	18:58:48	fresh_fish
5019	[4GXURS12]	239.115.33.24	03.08.2018	18:59:27	semi_manufactures
5020	[IOQ1RJYF]	222.57.248.16	03.08.2018	18:59:54	frozen_fish
5021	[5JWJG5DX]	242.134.59.245	03.08.2018	19:00:47	semi_manufactures
5022	[89MB6C6A]	239.115.33.24	03.08.2018	19:00:59	cart
5023	[4E4ID6BW]	40.177.76.147	03.08.2018	19:01:34	canned_food
5024	[ZMM4TJS5]	24.71.145.204	03.08.2018	19:01:56	None
5025	[DSMA5SEI]	24.71.145.204	03.08.2018	19:01:59	frozen_fish
5026	[L8LR8F4T]	242.134.59.245	03.08.2018	19:02:16	None
5027	[VIOUER2Y]	193.212.107.49	03.08.2018	19:02:53	fresh_fish
5028	[LCHT8E2X]	239.115.33.24	03.08.2018	19:04:28	semi_manufactures
5029	[PLQS0POT]	193.212.107.49	03.08.2018	19:05:06	canned_food
5030	[05YXY6IV]	62.161.12.173	03.08.2018	19:06:08	canned_food
5031	[17OBNG8M]	35.66.221.234	03.08.2018	19:07:12	None
5032	[NKYKL91K]	193.212.107.49	03.08.2018	19:08:18	canned_food
5033	[9LQIW7FC]	242.134.59.245	03.08.2018	19:09:07	semi_manufactures
5034	[YC8GDR67]	24.71.145.204	03.08.2018	19:10:38	frozen_fish
5035	[WGCNWT5O]	193.212.107.49	03.08.2018	19:11:40	canned_food
5036	[HWPX78MM]	193.212.107.49	03.08.2018	19:11:54	canned_food
5037	[5GN58DID]	193.212.107.49	03.08.2018	19:12:27	canned_food
5038	[4R3NJAQL]	242.134.59.245	03.08.2018	19:13:29	caviar
5039	[NMHW19HH]	73.218.185.211	03.08.2018	19:13:37	caviar
5040	[WEL0TVP8]	24.71.145.204	03.08.2018	19:13:54	frozen_fish
5041	[AYSH9AJA]	239.115.33.24	03.08.2018	19:14:03	fresh_fish
5042	[X0I0KU6R]	239.115.33.24	03.08.2018	19:15:39	fresh_fish
5043	[322939UI]	24.71.145.204	03.08.2018	19:16:16	frozen_fish
5044	[OEZE0XCZ]	24.71.145.204	03.08.2018	19:16:30	frozen_fish
5045	[V0VRP0N7]	24.71.145.204	03.08.2018	19:17:29	frozen_fish
5046	[7C8DMHYB]	222.57.248.16	03.08.2018	19:18:20	frozen_fish
5047	[EOBVDVJS]	62.161.12.173	03.08.2018	19:18:59	semi_manufactures
5048	[DU005BGR]	242.134.59.245	03.08.2018	19:20:12	None
5049	[281SDKWY]	239.115.33.24	03.08.2018	19:21:34	fresh_fish
5050	[J3L56D0S]	35.66.221.234	03.08.2018	19:22:44	canned_food
5051	[DOOEK9F3]	239.115.33.24	03.08.2018	19:23:12	None
5052	[NMPOLQ5V]	73.218.185.211	03.08.2018	19:23:30	caviar
5053	[4NW4543Y]	40.177.76.147	03.08.2018	19:23:48	canned_food
5054	[CQCYSIGM]	242.134.59.245	03.08.2018	19:23:55	frozen_fish
5055	[FAY01DJB]	24.71.145.204	03.08.2018	19:24:15	cart
5056	[Y0PXS0QL]	35.66.221.234	03.08.2018	19:24:31	canned_food
5057	[K9VX79MI]	35.66.221.234	03.08.2018	19:24:52	canned_food
5058	[7C3VFNYC]	242.134.59.245	03.08.2018	19:25:13	frozen_fish
5059	[YV5KS1JP]	40.177.76.147	03.08.2018	19:26:43	None
5060	[REX8JW15]	62.161.12.173	03.08.2018	19:27:48	None
5061	[F83B5R8J]	35.66.221.234	03.08.2018	19:28:12	canned_food
5062	[15BA2994]	239.115.33.24	03.08.2018	19:29:43	frozen_fish
5063	[HHFNNQ54]	242.134.59.245	03.08.2018	19:30:30	frozen_fish
5064	[3P9BOS73]	62.161.12.173	03.08.2018	19:31:55	canned_food
5065	[QV5I3MBJ]	73.218.185.211	03.08.2018	19:32:04	semi_manufactures
5066	[1GB71FXR]	24.71.145.204	03.08.2018	19:32:22	canned_food
5067	[KA0YFTAZ]	73.218.185.211	03.08.2018	19:32:58	semi_manufactures
