id	Code	IP	Cart_id	Goods_id	Amount
508	[IWAEWGD9]	187.148.98.79	9414	21	2
509	[G5OS0KMG]	187.148.98.79	9414	23	2
510	[LMDVG6QQ]	187.148.98.79	9414	13	1
511	[VHTM87M3]	187.148.98.79	9414	1	3
512	[L1IK36Z5]	187.148.98.79	9414	20	2
513	[I95Q9MSD]	187.148.98.79	9414	23	2
514	[JNLHI0EH]	188.139.100.86	9206	22	1
515	[UET5TMTB]	188.147.162.148	9521	21	2
516	[DV9K6VMV]	188.147.162.148	9521	16	1
517	[ZGV1XCJF]	188.204.134.147	9679	21	2
518	[YYQN3VYG]	188.242.192.2	8941	14	1
519	[MVOF0WXR]	188.242.192.2	8941	9	5
520	[IZAQY0PL]	188.242.192.2	8941	9	1
521	[0ABN9FSD]	19.149.96.130	9307	18	1
522	[NVO4ZRJW]	19.149.96.130	9677	21	2
523	[YB1EUGIE]	19.149.96.130	9677	2	2
524	[HEOYO8GH]	19.230.220.58	8848	12	2
525	[S8LWHZ45]	19.230.220.58	8848	21	3
526	[5TGVCARA]	19.238.248.169	8808	16	1
527	[6GY1RWD5]	19.238.248.169	8808	12	1
528	[R4LL5CYM]	19.248.210.40	9642	3	1
529	[2NWOM4JM]	19.254.167.123	9074	15	1
530	[4HDLIH57]	19.254.167.123	9074	10	2
531	[IXM3DW0F]	19.72.179.243	8862	19	1
532	[GLU09ZS5]	19.72.179.243	8862	18	1
533	[HW3GZMO4]	190.216.72.38	9771	1	1
534	[6LBF5ZB7]	190.23.178.66	9133	17	3
535	[K30L4AZ1]	190.36.225.207	9703	21	1
536	[FNK4EFPA]	190.43.153.147	9107	20	2
537	[FBHSXEFT]	190.92.231.174	9775	13	1
538	[DWC06QKW]	190.92.231.174	9775	2	1
539	[PAJGZH8C]	190.92.231.174	9775	20	2
540	[UL30CBCJ]	190.92.231.174	9775	21	1
541	[RTY9LCPQ]	191.114.85.124	8798	11	2
542	[6PMYV1RP]	191.230.174.253	8985	8	5
543	[CAJCEFE9]	192.27.162.102	9494	5	1
544	[JRBULG36]	193.144.169.101	9220	12	2
545	[TD74J8RO]	193.144.169.101	9220	9	2
546	[VVVEU7B7]	193.144.169.101	9220	21	2
547	[1YHKG9Q8]	193.90.141.222	8945	18	5
548	[SBDNYKXW]	193.90.141.222	9059	12	1
549	[8ULU49M5]	193.90.141.222	9059	19	2
550	[49G6U14E]	194.13.176.244	9039	15	2
551	[A4V4VP7C]	194.13.176.244	9675	6	1
552	[XW7LO6FR]	194.203.229.27	9505	11	1
553	[VC5CGDVW]	194.236.70.72	9691	20	2
554	[5R6FJM6Q]	194.64.241.43	8934	17	1
555	[CGEHUDRG]	194.92.144.65	9380	20	2
556	[7U3CHE2B]	194.92.144.65	9380	21	3
557	[0YMND0LK]	194.92.144.65	9380	4	5
558	[OE27MN2H]	195.154.124.76	8907	19	1
559	[H23ILFOZ]	195.154.124.76	9526	11	1
560	[83LGQJ3D]	195.211.181.133	8998	18	1
561	[HC6GKN10]	195.67.24.141	8933	8	2
562	[FRHK4SUS]	195.67.24.141	8933	12	1
563	[H9TM1MAP]	195.67.24.141	9542	19	3
564	[WUDB9NW3]	195.67.24.141	9542	2	2
565	[6JONS6CO]	196.115.211.233	8744	5	1
566	[GLFKQ9IW]	196.140.63.75	8929	15	4
567	[BB9VLV3T]	196.220.87.180	9724	10	1
568	[71K487I1]	197.15.239.195	9454	10	2
569	[DK0G1P8W]	197.15.239.195	9454	23	1
570	[DT9KVH3D]	197.161.230.145	8771	20	1
571	[A0FY1XD0]	197.161.230.145	8771	16	5
572	[OZPBM3K6]	197.161.230.145	8771	1	1
573	[4GLPEJJ2]	197.81.148.105	9487	21	2
574	[ZZ1WBXVV]	198.132.238.50	8843	19	2
575	[10LSH08N]	198.141.211.192	9435	19	3
576	[9DBLAXW4]	198.141.211.192	9435	15	2
577	[GBQV03DI]	198.2.243.248	9263	18	1
578	[MKGHKO68]	198.241.2.232	8797	22	4
579	[VWWQ6660]	198.241.2.232	8797	19	1
580	[8U09WBW2]	198.241.2.232	9630	3	5
581	[ZPMV006N]	198.241.2.232	9630	24	4
582	[BA49R80V]	198.30.240.236	9699	1	2
583	[TA0SJPXL]	198.55.127.49	8959	8	2
584	[C8D6K2AS]	198.55.127.49	8959	12	1
585	[SCJ6TMZM]	198.55.127.49	8959	5	2
586	[D5965366]	198.55.127.49	8959	20	3
587	[45532M74]	198.61.214.96	9215	21	3
588	[49PY2VZH]	199.113.38.34	8751	5	1
589	[RDWH6V5K]	199.113.38.34	8751	24	2
590	[25P8187F]	199.113.38.34	8751	5	1
591	[V6F5TCLU]	199.113.38.34	9535	23	5
592	[2IBC2PNL]	199.113.38.34	9535	24	1
593	[IQ6K1ADC]	199.117.51.93	9537	17	2
594	[HFG1TEFO]	199.117.51.93	9537	12	2
595	[78CR1NF0]	199.117.51.93	9537	16	3
596	[1EAB7HSK]	199.232.229.205	9205	24	2
597	[8LDMA055]	199.232.229.205	9205	20	2
598	[MLNDLNUM]	199.238.10.220	8908	16	1
599	[IPBIJTO0]	199.238.10.220	8908	7	1
600	[STD2K5H7]	2.108.128.175	9616	20	1
601	[KL7HIHBE]	2.209.243.56	9024	4	1
602	[KEL4IHFU]	2.254.121.179	9713	15	1
603	[XJ9Z8YAI]	2.254.121.179	9713	24	1
604	[OAG92509]	2.99.94.152	9046	24	1
605	[1Z8ZS99Q]	2.99.94.152	9046	18	3
606	[SJUXYJ5W]	20.47.30.145	9647	15	1
607	[QAVLVMIV]	20.47.30.145	9647	9	1
608	[AOCYBQI7]	20.70.102.115	8666	20	4
609	[Z3I6PHIH]	200.153.60.79	9311	21	4
610	[N2V0K9S6]	200.153.60.79	9311	5	1
611	[R0MMNXRO]	200.153.60.79	9311	4	1
612	[72CEW4EO]	200.198.39.254	9491	2	2
613	[HX2JF6TH]	200.243.22.94	9253	10	1
614	[9BDT8OIL]	200.67.15.71	9765	19	1
615	[YA7FO3ZS]	201.31.219.6	9504	22	1
616	[EF4STOK5]	202.191.107.197	9405	8	1
617	[S5VY6IDV]	202.233.198.34	8786	10	2
618	[6W2PAHCV]	202.233.198.34	8786	6	5
619	[EE4QKGZP]	202.29.8.254	8840	23	2
620	[ERYOCFBN]	202.29.8.254	8840	19	2
621	[8A5H0OEH]	203.2.80.129	8796	10	3
622	[3UFEBDYX]	203.2.80.129	8796	10	2
623	[1MKOQL44]	204.102.27.73	9654	7	1
624	[99XT3BYE]	204.113.242.33	8917	22	3
625	[NN9LJCL1]	204.147.194.20	9496	21	3
626	[02TILI0A]	204.147.194.20	9496	7	1
627	[ATUDJ8SO]	204.147.194.20	9496	3	1
628	[71VCDKJG]	204.26.235.175	9376	23	2
629	[R7MIYA3X]	205.15.241.213	9710	21	2
630	[GZAR852X]	205.15.241.213	9710	23	4
631	[1OJXVM9R]	205.15.241.213	9710	13	1
632	[9XAI0O76]	205.222.219.65	8871	20	5
633	[YCF5HNJM]	206.18.229.16	8724	24	1
634	[P5NP6OAZ]	206.18.229.16	8724	15	1
635	[DG5TRQI7]	206.202.26.143	9264	21	3
636	[TU0RDLUA]	206.202.26.143	9264	5	3
637	[XJI5CSMQ]	206.217.114.4	9576	1	1
638	[E9MYDPE6]	206.217.114.4	9576	20	1
639	[AFP5GDTI]	206.217.114.4	9576	16	1
640	[JA4UJ0S4]	206.241.14.215	9017	11	1
641	[JFOM6Z31]	206.241.14.215	9091	24	1
642	[WZ8GA37E]	206.241.14.215	9091	8	2
643	[PVLRGTHA]	207.102.38.250	8693	16	2
644	[FHJVISHT]	207.102.38.250	9344	21	1
645	[M8WPUVL1]	207.102.38.250	9344	22	2
646	[3UHQLM54]	207.232.231.217	9300	17	1
647	[NHWPMWBV]	207.232.231.217	9300	1	2
648	[PT0EC02J]	207.232.231.217	9300	11	1
649	[5F9T2TJA]	207.232.231.217	9645	5	1
650	[6UZJOVXB]	208.154.217.162	9128	14	1
651	[9LJBDZIV]	208.182.229.205	8866	21	1
652	[24117FIW]	208.202.13.106	8700	13	1
653	[TUS9B95N]	208.231.81.178	9175	11	2
654	[68E7BXGA]	208.39.145.211	9141	23	1
655	[U1F3XH5Y]	208.39.145.211	9141	9	2
656	[DZG5FL4W]	208.58.193.233	8999	24	1
657	[BD6RMQS9]	209.125.255.194	8699	14	2
658	[RMU71YWU]	209.125.255.194	8699	2	2
659	[KL0IU3LR]	209.95.71.157	8686	23	5
660	[YJTFDOQE]	209.95.71.157	8686	18	3
661	[1HUKN2DA]	209.95.71.157	8686	7	2
662	[EANRZ598]	21.162.151.24	9236	19	1
663	[A8TBISLH]	21.162.151.24	9236	18	1
664	[Q7HNNERW]	21.205.2.250	9534	21	1
665	[850U5NJF]	21.205.2.250	9534	10	1
666	[H1CJDDMY]	21.224.235.99	9592	18	3
667	[D2V72S3K]	21.255.184.57	8904	11	1
668	[CC5CH595]	21.255.184.57	9554	19	1
669	[Y0G2NR7N]	21.255.184.57	9627	5	4
670	[RR9VHSA5]	21.39.120.118	9223	13	1
671	[FCOHMXGA]	21.39.120.118	9223	18	1
672	[1V43YGF3]	21.58.149.247	9316	11	2
673	[C0WX739C]	210.107.87.83	9381	12	1
674	[BV3QMA11]	210.124.153.87	9259	17	1
675	[NX4Y87U4]	210.124.153.87	9259	11	2
676	[MV5SG687]	210.131.73.160	8849	24	1
677	[BARASTR5]	210.131.73.160	8849	10	2
678	[IUB2DI9Q]	210.195.104.168	9700	24	2
679	[F95Y46AZ]	211.178.141.240	8743	21	1
680	[0DTETLK4]	211.178.141.240	8743	4	2
681	[VC4XJSRJ]	211.178.141.240	8743	15	1
682	[J2YTHPNI]	211.188.221.190	9701	19	2
683	[JG7LQ6EY]	211.251.57.250	9498	7	5
684	[VRQU4VJK]	211.82.84.5	9127	14	3
685	[B1FEII1B]	212.179.77.182	9235	16	1
686	[BLQXGYDB]	212.179.77.182	9235	5	4
687	[GFFIRTJ2]	212.179.77.182	9734	18	2
688	[2KTSWTXS]	213.119.180.171	9507	24	1
689	[HYYJ1VWI]	213.142.4.173	8920	8	1
690	[E880Z7EW]	213.142.4.173	8920	24	1
691	[QKFKU044]	213.33.25.99	9320	16	1
692	[FN41CJ17]	214.168.201.68	8683	2	1
693	[VGXZQPN6]	214.168.201.68	8683	13	1
694	[ZL8LQIYI]	214.19.244.107	9479	7	2
695	[ID9Y83LS]	215.142.123.220	9465	22	3
696	[ERGKRFKZ]	215.142.123.220	9465	10	4
697	[CW3B5BPN]	215.182.109.87	9294	8	3
698	[H9AC0L7F]	215.182.109.87	9294	8	1
699	[DOM30NSI]	215.183.182.174	9664	23	1
700	[LLVBNAHD]	215.183.182.174	9664	16	2
701	[PG0JIW5J]	215.183.182.174	9664	24	1
702	[DAQMB7A6]	216.135.96.19	9087	21	3
703	[B7C1T0RM]	216.224.129.152	9719	9	4
704	[ESC7SHDM]	216.61.140.189	9474	20	5
705	[DQCBMZER]	216.61.140.189	9474	10	4
706	[7ESR49O9]	216.61.140.189	9474	23	3
707	[HJ6CCCGL]	216.61.140.189	9474	5	1
708	[UXYYTZR6]	217.136.13.6	9002	19	5
709	[C2HG5Z3O]	217.181.191.71	9737	10	1
710	[AIJ0UGGH]	217.181.191.71	9737	5	2
711	[TKL24HTV]	217.28.221.5	9652	2	2
712	[3XR317LE]	217.28.221.5	9652	3	2
713	[1OZ3WNB6]	217.89.121.82	8646	2	1
714	[7ZI6PY2N]	217.89.121.82	8646	20	1
715	[EHC86KNB]	218.12.95.180	9161	13	2
716	[4GLJ50H8]	218.22.233.112	9246	19	1
717	[I0C3ZBGU]	218.62.47.141	9651	14	1
718	[9BTBDOLJ]	219.14.98.172	9169	1	1
719	[8B2EIN07]	219.162.75.235	8967	24	2
720	[MRYE3OVE]	219.162.75.235	8967	16	1
721	[M76XQ7Y1]	219.162.75.235	8967	11	1
722	[A1UMOS60]	22.16.36.100	9018	20	1
723	[L2XV0DVM]	22.215.119.237	8697	3	1
724	[R96W9P9F]	22.91.86.202	8652	24	1
725	[X09C5ACQ]	22.91.86.202	8835	3	1
726	[UH9PY4VJ]	22.91.86.202	8835	22	1
727	[8658FUEM]	220.167.12.15	9428	8	2
728	[1H17WEX2]	220.167.12.15	9428	23	2
729	[L8FGFJWW]	220.195.144.156	8987	15	1
730	[4AC4RHMW]	220.211.202.24	8841	18	2
731	[YIOSVUMP]	220.42.68.179	9588	24	1
732	[TFM81YO1]	220.42.68.179	9588	7	3
733	[SOVJ7VIF]	220.42.68.179	9588	19	1
734	[3A9UNZYR]	220.45.25.190	8719	22	1
735	[3XM7LEG8]	221.102.118.151	8818	6	3
736	[6ZV8HQJV]	222.133.115.74	9411	15	1
737	[RTMQ95GU]	222.133.115.74	9625	19	1
738	[U10A0CUT]	222.38.226.190	8857	23	1
739	[DLDT2L4G]	222.38.226.190	9784	14	1
740	[LXRXJTLP]	222.55.197.107	9199	19	1
741	[9UABZYOG]	222.57.248.16	8886	20	3
742	[TJ4JYKXA]	223.143.196.207	9020	24	4
743	[VF1AY708]	223.143.196.207	9020	24	2
744	[0KR97FHG]	223.143.196.207	9448	13	1
745	[B7ZLTHXL]	223.143.196.207	9448	23	2
746	[EK7A5BS4]	223.147.123.181	8826	14	1
747	[K4KTLSRW]	223.15.186.24	9145	6	1
748	[ZK4SW1QW]	223.4.184.58	9528	19	1
749	[0VD1KU4I]	223.4.184.58	9528	16	1
750	[DXQLSX9E]	223.4.184.58	9528	6	1
751	[NDWCDEP0]	224.142.19.244	9305	19	2
752	[01DY9RCG]	224.175.80.56	8861	14	1
753	[49EWF99W]	224.175.80.56	8861	10	2
754	[I8W32W2V]	224.175.80.56	8861	16	2
755	[15YAFI74]	224.49.237.209	9666	11	2
756	[C33RM9VH]	224.49.237.209	9666	23	2
757	[LJY473PS]	224.49.237.209	9666	5	1
758	[J163012J]	224.54.248.26	9222	19	1
759	[YVVHR90D]	224.54.248.26	9222	23	2
760	[AK29G2K2]	225.254.233.77	8909	18	4
761	[NHMYA1LM]	225.254.233.77	8909	23	1
762	[MZKQNP2N]	225.93.173.198	9097	18	1
763	[O5F9TL8S]	226.170.7.156	9527	20	2
764	[9O75MTMT]	226.66.2.249	9217	2	1
765	[C0HSE32I]	226.66.2.249	9217	19	1
766	[DWYOVDNO]	226.70.140.49	8711	23	3
767	[RHZ18YQP]	226.70.140.49	8711	20	1
768	[AEEZUTTT]	227.146.5.250	9069	18	3
769	[BR98E0LH]	227.186.41.144	8977	5	1
770	[W85CJD5K]	227.231.135.51	8696	21	1
771	[V7CLL57Z]	228.131.236.203	9593	15	3
772	[6W5KLKPL]	228.164.109.118	8937	2	1
773	[EIHGPF0O]	228.190.62.140	9135	23	1
774	[ZZVUPNLW]	229.121.254.35	9047	20	2
775	[6V8OIM8T]	229.121.254.35	9047	10	1
776	[KSE17HYI]	229.171.189.42	8905	15	1
777	[1ACQM7DO]	229.171.189.42	8905	20	1
778	[GPC9LBLT]	229.171.189.42	9574	18	1
779	[HQNFHY1I]	229.236.222.85	8964	22	1
780	[EQOWCLB0]	229.236.222.85	9672	16	2
781	[9BMLUJS6]	23.110.244.225	9780	23	5
782	[Q5I3EFQ7]	23.114.129.201	9261	21	1
783	[9RIH8KAT]	23.114.129.201	9261	13	1
784	[AWHG8FMT]	23.177.25.184	9216	2	2
785	[B86YTEGO]	23.187.222.99	9728	9	5
786	[TMWSAK89]	230.0.255.166	8768	22	2
787	[OJJCQTST]	230.0.255.166	8768	12	1
788	[PN7D7KZV]	230.111.216.218	9225	21	2
789	[S6IGU0UV]	231.147.148.8	9732	9	1
790	[EML89FO5]	231.147.148.8	9732	24	1
791	[EPNVJ7JK]	232.126.144.36	9738	22	2
792	[D80A0G7O]	232.126.144.36	9738	21	1
793	[FMVT98HE]	232.87.103.186	9327	18	2
794	[NIU9G6M5]	233.107.243.158	8657	17	1
795	[XV5R01WT]	233.107.243.158	9296	8	1
796	[IMZK2U4K]	233.107.243.158	9430	19	1
797	[AV1ILTS7]	233.112.217.82	9332	21	1
798	[413QS3BU]	233.112.217.82	9332	19	1
799	[RRGX7RD7]	233.185.175.156	9289	24	5
800	[4GDYAKHT]	233.190.72.232	9156	9	4
801	[T7VP2BA5]	235.177.234.182	9597	16	2
802	[GY4DD1VL]	235.177.234.182	9597	23	5
803	[CD3YZB2U]	235.197.210.134	9438	1	1
804	[ZMD8QPP8]	235.197.210.134	9438	21	2
805	[SJPNIA80]	235.35.225.255	9410	20	2
806	[5C5RCMA2]	236.83.113.36	9422	16	2
807	[H14BML03]	237.134.190.255	8761	22	1
808	[HKSPMLYA]	237.134.190.255	8761	8	2
809	[6H8KAP03]	237.134.190.255	9611	8	1
810	[N9GFRDCQ]	237.134.190.255	9611	20	2
811	[KZJILQKG]	237.134.190.255	9611	17	1
812	[PBFDLPTT]	237.206.96.214	8643	24	2
813	[QHZDQHEZ]	237.206.96.214	9442	15	2
814	[I16YC721]	237.206.96.214	9442	22	5
815	[P6QK9BA8]	237.69.206.206	9406	9	1
816	[AEAJQT7D]	237.69.206.206	9406	7	2
817	[WYIS3YLP]	238.201.179.200	8752	5	1
818	[R4IOAPHP]	238.201.179.200	8752	20	1
819	[OFZX1J8B]	238.201.179.200	8752	8	1
820	[73D0QYAR]	238.248.147.149	9500	21	1
821	[89MB6C6A]	239.115.33.24	8888	15	2
822	[5Y5EOU5X]	239.115.33.24	8888	11	1
823	[RLDUJWD2]	239.115.33.24	8888	5	1
824	[HI6GXU3I]	239.201.28.111	8872	21	1
825	[0UP1NFVM]	239.201.28.111	8872	20	1
826	[Y3LY3AW7]	239.6.154.71	9742	10	3
827	[NVXTF8IF]	239.61.117.187	9723	3	2
828	[PKRJMOYA]	239.61.117.187	9723	8	1
829	[QLO8ULZB]	239.61.117.187	9723	22	2
830	[FAY01DJB]	24.71.145.204	8885	13	5
831	[7QFE7A5L]	240.179.220.134	9623	3	1
832	[X4RMAZ2F]	241.159.162.102	8705	13	3
833	[KAWPAN1M]	241.18.92.6	9075	9	5
834	[MVYKN7LX]	241.18.92.6	9075	2	2
835	[VX9SUDUA]	241.180.200.51	9750	24	2
836	[5VRECKGH]	241.180.200.51	9750	21	2
837	[W41B6MA8]	241.180.200.51	9750	14	2
838	[KDF8AHZC]	241.235.170.130	9668	7	5
839	[WV7YVXVM]	241.235.170.130	9668	4	1
840	[YOPBTJZ3]	241.3.120.224	9755	20	1
841	[PC7KY1RC]	241.89.14.190	8726	15	1
842	[BIDRH43R]	241.89.14.190	8726	24	5
843	[OEWNUOGZ]	242.129.92.206	8845	9	3
844	[37W08NHD]	242.129.92.206	8845	5	1
845	[QD9WPKAC]	242.129.92.206	8845	6	1
846	[0VFL5G99]	242.135.83.233	8839	8	1
847	[DDTV37RB]	242.135.83.233	8839	8	2
848	[T08N99PN]	242.135.83.233	9758	17	1
849	[SG8N1X10]	242.135.83.233	9758	21	1
850	[1FDHWA0N]	242.14.155.75	8877	24	1
851	[IHAUGLLJ]	242.167.120.238	9372	20	1
852	[9314JWM1]	243.127.55.84	9369	7	1
853	[2XOC5DOA]	243.127.55.84	9369	21	2
854	[K5V46AKY]	243.127.55.84	9369	22	1
855	[FM7H0RF8]	243.147.119.168	9028	20	2
856	[975LCT8H]	243.147.119.168	9349	12	2
857	[BAQZ1C5M]	243.147.119.168	9349	1	1
858	[64NJQ5CJ]	243.200.44.96	8780	23	1
859	[XFU3BG6K]	243.200.44.96	8780	21	4
860	[OP6XARPL]	244.208.149.103	9190	15	2
861	[APXG6F7X]	244.209.8.243	9439	1	1
862	[VFEI3SND]	244.21.251.230	9053	2	1
863	[TZBX06ZF]	245.142.157.118	9356	19	1
864	[AODPLYW9]	245.142.157.118	9356	2	1
865	[JK4E394J]	246.116.66.249	9245	20	1
866	[YHPK59KE]	246.116.66.249	9245	22	2
867	[5K79L8JX]	246.136.52.132	8963	16	1
868	[XSHT5V1Z]	246.136.52.132	8963	24	2
869	[37IVUGC1]	246.136.52.132	8963	22	1
870	[TBQBVB30]	246.149.244.170	9560	11	1
871	[X59MWH7X]	246.149.244.170	9560	24	1
872	[SE2DB4XG]	246.159.213.3	8787	8	1
873	[ISNJTYXR]	246.159.213.3	8787	21	3
874	[8GZ52GLP]	246.159.213.3	8787	7	3
875	[CTDX69AC]	246.159.213.3	9567	21	1
876	[XZGZQSN0]	247.13.106.37	8707	7	5
877	[2KKGZZX2]	247.143.216.108	8759	8	1
878	[X0954EWA]	247.161.7.107	8852	4	1
879	[EU6UHULS]	247.161.7.107	8852	4	3
880	[17B9KHGO]	247.161.7.107	8852	19	1
881	[A8AEG32F]	247.161.7.107	8852	4	3
882	[SNTSOB5V]	248.1.203.242	8972	23	1
883	[DX7DRR8L]	248.1.203.242	8972	19	1
884	[XC0ADHAZ]	249.125.162.237	8702	21	3
885	[655ZFWVT]	249.125.162.237	8702	14	1
886	[78CSZJHO]	249.233.246.109	9628	23	5
887	[5SC1U649]	249.26.107.142	9218	5	1
888	[FZZNL953]	25.12.245.216	8674	20	2
889	[CAS3DMXW]	25.46.70.235	8971	11	1
890	[7M8PB4JC]	25.46.70.235	8971	20	1
891	[IDV30HSM]	25.46.70.235	9680	15	1
892	[HQU3Y9DL]	25.46.70.235	9680	12	2
893	[6CJP0MAC]	25.46.70.235	9680	22	1
894	[9PCX17V8]	25.56.80.101	9736	20	1
895	[HQMDUX9H]	25.56.80.101	9781	23	1
896	[FV5EQF5U]	250.122.173.30	9407	21	1
897	[MXD9HYZ7]	250.122.173.30	9709	21	1
898	[79AQQJHK]	250.122.173.30	9709	2	1
899	[O7T56WAV]	250.18.171.163	9080	21	1
900	[X89CNSYU]	250.18.171.163	9080	17	1
901	[IAAH6YTR]	251.167.32.76	9722	16	1
902	[BWYEQ1O2]	252.214.84.92	8677	18	2
903	[TPHBZ01D]	252.214.84.92	8677	21	2
904	[QGL0KWO7]	252.250.113.115	8949	22	3
905	[LESG3V1B]	252.250.113.115	8949	16	2
906	[V3P21QVX]	252.98.165.140	9550	16	1
907	[RY7JJRNH]	252.98.165.140	9550	11	2
908	[DLH3E9Y7]	253.156.119.32	9774	15	4
909	[OUJ2Y10C]	253.156.119.32	9774	22	1
910	[3GKZK0EA]	253.156.119.32	9774	22	4
911	[B60YGHJ6]	253.200.132.41	9096	24	2
912	[092HA2ZH]	253.228.26.157	9140	23	2
913	[YH9WAY6H]	254.189.63.204	8791	14	1
914	[HBOEBYO3]	255.228.54.228	9126	12	1
915	[FMFJY7OM]	255.228.54.228	9126	14	2
916	[O1CF11P0]	255.26.24.143	9473	8	1
917	[UFNMLKST]	255.41.34.167	9272	18	3
918	[QB7KLH7L]	255.41.34.167	9293	6	2
919	[4DJYVCZR]	26.204.109.209	9120	10	1
920	[DB0Y3GV0]	26.204.109.209	9120	18	2
921	[CZKYH7S2]	27.124.142.36	8727	6	1
922	[AVEW0C9U]	27.28.106.228	9663	24	1
923	[SHSE9TVB]	27.28.106.228	9663	19	1
924	[MLT1G52K]	28.97.25.134	9241	17	1
925	[G71LZL4X]	28.97.25.134	9241	20	1
926	[96GX3I35]	29.216.205.59	9622	15	1
927	[A5H3NY28]	29.216.205.59	9622	1	1
928	[RZNOB8MD]	29.245.27.194	9226	22	1
929	[4XS06J1G]	29.245.27.194	9226	7	2
930	[LBUDT37A]	3.146.33.91	9632	19	1
931	[QII9IKYH]	3.64.81.13	9334	5	2
932	[65T4RUQG]	3.64.81.13	9401	11	1
933	[MWMNFKVZ]	3.88.64.100	8820	15	3
934	[ASQN0H7W]	3.95.136.4	9035	2	1
935	[0PTH3MI9]	30.114.11.49	9460	4	5
936	[E5VAZ1W8]	30.114.11.49	9536	3	2
937	[H7OF2PGS]	30.114.11.49	9536	15	1
938	[J289HYIV]	31.13.91.29	9162	6	2
939	[C202QK2N]	31.13.91.29	9162	12	1
940	[4BFT9N9Y]	31.176.247.156	9048	13	3
941	[Z1WMCKZG]	31.176.247.156	9048	9	1
942	[KBOYOIK5]	31.241.137.191	8962	23	2
943	[ZPJWYL6S]	31.241.137.191	9104	21	2
944	[HJKIZKV2]	31.241.137.191	9104	3	1
945	[4NX1X2N7]	31.241.137.191	9508	1	1
946	[JUQ38R1M]	32.132.40.71	9520	2	1
947	[WI5XTVR2]	32.132.40.71	9520	15	4
948	[21JVN8YT]	32.132.40.71	9520	9	1
949	[YEFVB6BD]	32.132.40.71	9520	23	1
950	[UUYXWN1R]	32.147.211.242	9751	6	1
951	[PM8V0JZ2]	32.81.190.104	8823	13	4
952	[XL62CPZ3]	32.81.190.104	9788	20	1
953	[67KI12M8]	32.81.190.104	9788	20	1
954	[4OPUNEMI]	33.11.181.168	8966	5	1
955	[G5FNDLWQ]	34.9.203.186	8930	11	2
956	[2NYIR3YS]	35.12.221.255	9108	24	1
957	[VR052KSW]	35.12.221.255	9108	11	1
958	[SSYZ1KFI]	35.12.221.255	9108	19	1
959	[A674EOVF]	35.66.221.234	8891	16	2
960	[D8X9G2S9]	35.66.221.234	8891	22	2
961	[8V9UGPKH]	35.66.221.234	9231	23	1
962	[HLHOFZQN]	36.122.176.105	9121	5	4
963	[D6GEPVFX]	36.159.100.20	8827	11	1
964	[POSFPTAX]	36.159.100.20	8827	19	1
965	[LSTBV25D]	36.159.100.20	8827	14	2
966	[3GB0NF4E]	36.69.133.226	8813	19	1
967	[L58IM8K3]	37.217.90.90	9203	10	2
968	[MS745APM]	37.253.61.223	8993	22	1
969	[6494U4OE]	37.253.61.223	8993	24	1
970	[ZQF2R5Q2]	37.62.14.231	9378	11	1
971	[ZP5NX91Q]	37.62.14.231	9378	1	2
972	[RD2IIA7K]	37.97.129.127	9685	22	1
973	[FZLNE8NC]	37.97.129.127	9685	8	1
974	[ZFWDKPLR]	37.97.129.127	9685	21	1
975	[PC8AXIOP]	38.71.54.240	9033	22	2
976	[U6EQTH8Q]	39.156.183.218	8807	24	1
977	[ZNQC7PJL]	39.156.183.218	8807	15	1
978	[IE60DDP7]	39.156.183.218	8807	8	1
979	[4JGNRNHZ]	39.156.183.218	8807	18	5
980	[LN970EO6]	39.156.183.218	8831	2	2
981	[KESBSQF6]	39.156.183.218	8831	4	1
982	[A38FDD7P]	39.172.185.94	8653	11	1
983	[C7LWFD98]	39.172.185.94	8653	3	2
984	[JNCC137X]	39.23.125.53	9706	11	2
985	[8RWBSWNI]	4.191.195.9	9769	2	1
986	[D7UQSEVJ]	4.229.243.155	9523	15	1
987	[F0NKOBZ2]	4.229.243.155	9523	10	1
988	[ABR1RGGC]	4.229.243.155	9523	7	1
989	[UCA9ESA6]	4.251.121.135	9467	9	1
990	[3LJUWQW1]	4.251.121.135	9467	19	3
991	[RGZP5O89]	4.49.2.94	9114	21	1
992	[IESDAZCX]	4.49.2.94	9114	20	2
993	[7YG635D1]	4.49.2.94	9114	19	1
994	[UIHC4GNX]	40.177.76.147	8889	11	3
995	[UCWFKHER]	40.177.76.147	8889	13	3
996	[6WGHHSTS]	40.228.50.72	8943	21	4
997	[OKKK95S8]	40.228.50.72	8943	7	2
998	[V61M8AGO]	40.228.50.72	8979	20	2
999	[W22G47ID]	40.231.92.112	8779	11	2
1000	[ZBHYRFBF]	40.231.92.112	8779	14	1
1001	[0PDUVD9C]	40.231.92.112	8779	10	4
1002	[WK1YWF9M]	41.102.186.11	9613	19	4
1003	[ZAPNAN4A]	41.53.131.225	9733	22	1
1004	[O5NKP8Z9]	41.59.123.154	9385	19	1
1005	[NY1UAS0W]	42.196.38.94	9419	13	3
1006	[Y1IZ3JTJ]	42.196.38.94	9419	15	2
1007	[C4JWHMTM]	42.39.2.234	9328	5	4
1008	[Y3L3JECA]	42.39.2.234	9328	14	2
1009	[2H2S6YWA]	44.125.113.19	9712	24	1
1010	[LDY12U14]	44.125.113.19	9712	22	1
1011	[9FI8ADME]	44.171.202.255	8758	21	2
